temperature,pressure,flow_rate,valve_position,power_output,timestamp
400.0,4.0,3.03,67.98,150.0,1771519114.552
400.0,4.0,3.03,67.98,150.0,1771519114.552
400.0,4.0,3.03,67.98,150.0,1771519114.552
405.72,4.02,3.04,69.11,150.0,1771519115.568
405.72,4.02,3.04,69.11,150.0,1771519115.568
405.72,4.02,3.04,69.11,150.0,1771519115.568
405.72,4.02,3.04,69.11,150.0,1771519115.568
405.72,4.02,3.04,69.11,150.0,1771519115.568
400.03,4.0,3.06,70.13,150.3,1771519116.569
400.03,4.0,3.06,70.13,150.3,1771519116.569
400.03,4.0,3.06,70.13,150.3,1771519116.569
400.03,4.0,3.06,70.13,150.3,1771519116.569
400.0,4.0,3.07,71.05,150.0,1771519117.583
400.0,4.0,3.07,71.05,150.0,1771519117.583
400.0,4.0,3.07,71.05,150.0,1771519117.583
400.0,4.0,3.07,71.05,150.0,1771519117.583
400.0,4.0,3.07,71.05,150.0,1771519117.583
400.0,4.0,3.0,71.88,150.0,1771519118.6
400.0,4.0,3.0,71.88,150.0,1771519118.6
400.0,4.0,3.0,71.88,150.0,1771519118.6
400.0,4.0,3.0,71.88,150.0,1771519118.6
400.0,4.0,3.0,71.88,150.0,1771519118.6
405.65,4.0,2.99,72.63,151.11,1771519119.605
405.65,4.0,2.99,72.63,151.11,1771519119.605
405.65,4.0,2.99,72.63,151.11,1771519119.605
405.65,4.0,2.99,72.63,151.11,1771519119.605
402.8,4.01,3.06,73.3,150.0,1771519120.615
402.8,4.01,3.06,73.3,150.0,1771519120.615
402.8,4.01,3.06,73.3,150.0,1771519120.615
402.8,4.01,3.06,73.3,150.0,1771519120.615
402.8,4.01,3.06,73.3,150.0,1771519120.615
400.0,4.0,2.98,73.9,151.01,1771519121.615
400.0,4.0,2.98,73.9,151.01,1771519121.615
400.0,4.0,2.98,73.9,151.01,1771519121.615
400.0,4.0,2.98,73.9,151.01,1771519121.615
400.68,4.02,3.0,74.44,151.5,1771519122.617
400.68,4.02,3.0,74.44,151.5,1771519122.617
400.68,4.02,3.0,74.44,151.5,1771519122.617
400.68,4.02,3.0,74.44,151.5,1771519122.617
400.68,4.02,3.0,74.44,151.5,1771519122.617
400.0,4.0,3.08,71.23,150.0,1771519123.617
400.0,4.0,3.08,71.23,150.0,1771519123.617
400.0,4.0,3.08,71.23,150.0,1771519123.617
400.0,4.0,3.08,71.23,150.0,1771519123.617
400.0,4.0,3.08,71.23,150.0,1771519123.617
400.0,4.0,3.06,68.34,150.0,1771519124.627
400.0,4.0,3.06,68.34,150.0,1771519124.627
400.0,4.0,3.06,68.34,150.0,1771519124.627
400.0,4.0,3.06,68.34,150.0,1771519124.627
407.59,4.0,3.04,65.73,151.52,1771519125.639
407.59,4.0,3.04,65.73,151.52,1771519125.639
407.59,4.0,3.04,65.73,151.52,1771519125.639
407.59,4.0,3.04,65.73,151.52,1771519125.639
407.59,4.0,3.04,65.73,151.52,1771519125.639
409.53,4.0,3.01,63.39,152.55,1771519126.654
409.53,4.0,3.01,63.39,152.55,1771519126.654
409.53,4.0,3.01,63.39,152.55,1771519126.654
409.53,4.0,3.01,63.39,152.55,1771519126.654
409.53,4.0,3.01,63.39,152.55,1771519126.654
400.0,4.0,3.02,61.28,150.0,1771519127.656
400.0,4.0,3.02,61.28,150.0,1771519127.656
400.0,4.0,3.02,61.28,150.0,1771519127.656
400.0,4.0,3.02,61.28,150.0,1771519127.656
400.0,4.03,3.08,59.38,151.7,1771519128.669
400.0,4.03,3.08,59.38,151.7,1771519128.669
400.0,4.03,3.08,59.38,151.7,1771519128.669
400.0,4.03,3.08,59.38,151.7,1771519128.669
400.0,4.03,3.08,59.38,151.7,1771519128.669
400.0,4.04,2.99,57.67,150.84,1771519129.67
400.0,4.04,2.99,57.67,150.84,1771519129.67
400.0,4.04,2.99,57.67,150.84,1771519129.67
400.0,4.04,2.99,57.67,150.84,1771519129.67
406.06,4.05,2.99,56.14,150.0,1771519130.681
406.06,4.05,2.99,56.14,150.0,1771519130.681
406.06,4.05,2.99,56.14,150.0,1771519130.681
406.06,4.05,2.99,56.14,150.0,1771519130.681
406.06,4.05,2.99,56.14,150.0,1771519130.681
400.82,4.0,3.0,54.75,151.25,1771519131.694
400.82,4.0,3.0,54.75,151.25,1771519131.694
400.82,4.0,3.0,54.75,151.25,1771519131.694
400.82,4.0,3.0,54.75,151.25,1771519131.694
400.82,4.0,3.0,54.75,151.25,1771519131.694
407.01,4.0,2.99,53.51,150.0,1771519132.706
407.01,4.0,2.99,53.51,150.0,1771519132.706
407.01,4.0,2.99,53.51,150.0,1771519132.706
407.01,4.0,2.99,53.51,150.0,1771519132.706
400.0,4.0,3.03,52.39,150.0,1771519133.718
400.0,4.0,3.03,52.39,150.0,1771519133.718
400.0,4.0,3.03,52.39,150.0,1771519133.718
400.0,4.0,3.03,52.39,150.0,1771519133.718
400.0,4.0,3.03,52.39,150.0,1771519133.718
400.0,4.0,3.01,51.02,150.0,1771519134.731
400.0,4.0,3.01,51.02,150.0,1771519134.731
400.0,4.0,3.01,51.02,150.0,1771519134.731
400.0,4.0,3.01,51.02,150.0,1771519134.731
400.0,4.0,3.01,51.02,150.0,1771519134.731
401.28,4.0,3.09,49.79,150.09,1771519135.746
401.28,4.0,3.09,49.79,150.09,1771519135.746
401.28,4.0,3.09,49.79,150.09,1771519135.746
401.28,4.0,3.09,49.79,150.09,1771519135.746
402.08,4.01,3.04,48.69,150.0,1771519136.76
402.08,4.01,3.04,48.69,150.0,1771519136.76
402.08,4.01,3.04,48.69,150.0,1771519136.76
402.08,4.01,3.04,48.69,150.0,1771519136.76
402.08,4.01,3.04,48.69,150.0,1771519136.76
400.0,4.0,3.0,47.69,150.0,1771519137.765
400.0,4.0,3.0,47.69,150.0,1771519137.765
400.0,4.0,3.0,47.69,150.0,1771519137.765
400.0,4.0,3.0,47.69,150.0,1771519137.765
400.0,4.0,3.0,47.69,150.0,1771519137.765
400.0,4.0,3.09,46.8,150.0,1771519138.769
400.0,4.0,3.09,46.8,150.0,1771519138.769
400.0,4.0,3.09,46.8,150.0,1771519138.769
400.0,4.0,3.09,46.8,150.0,1771519138.769
402.61,4.07,3.01,45.99,150.01,1771519139.771
402.61,4.07,3.01,45.99,150.01,1771519139.771
402.61,4.07,3.01,45.99,150.01,1771519139.771
402.61,4.07,3.01,45.99,150.01,1771519139.771
402.61,4.07,3.01,45.99,150.01,1771519139.771
404.33,4.0,2.98,45.27,150.0,1771519140.783
404.33,4.0,2.98,45.27,150.0,1771519140.783
404.33,4.0,2.98,45.27,150.0,1771519140.783
404.33,4.0,2.98,45.27,150.0,1771519140.783
404.33,4.0,2.98,45.27,150.0,1771519140.783
400.59,4.0,3.01,44.61,150.0,1771519141.794
400.59,4.0,3.01,44.61,150.0,1771519141.794
400.59,4.0,3.01,44.61,150.0,1771519141.794
400.59,4.0,3.01,44.61,150.0,1771519141.794
400.83,4.06,3.01,44.03,150.81,1771519142.807
400.83,4.06,3.01,44.03,150.81,1771519142.807
400.83,4.06,3.01,44.03,150.81,1771519142.807
400.83,4.06,3.01,44.03,150.81,1771519142.807
400.83,4.06,3.01,44.03,150.81,1771519142.807
402.11,4.05,3.0,43.5,151.43,1771519143.818
402.11,4.05,3.0,43.5,151.43,1771519143.818
402.11,4.05,3.0,43.5,151.43,1771519143.818
402.11,4.05,3.0,43.5,151.43,1771519143.818
402.11,4.05,3.0,43.5,151.43,1771519143.818
402.71,4.0,3.07,44.19,150.0,1771519144.819
402.71,4.0,3.07,44.19,150.0,1771519144.819
402.71,4.0,3.07,44.19,150.0,1771519144.819
402.71,4.0,3.07,44.19,150.0,1771519144.819
403.19,4.0,2.99,44.81,150.0,1771519145.827
403.19,4.0,2.99,44.81,150.0,1771519145.827
403.19,4.0,2.99,44.81,150.0,1771519145.827
403.19,4.0,2.99,44.81,150.0,1771519145.827
403.19,4.0,2.99,44.81,150.0,1771519145.827
400.0,4.07,2.98,45.37,150.85,1771519146.837
400.0,4.07,2.98,45.37,150.85,1771519146.837
400.0,4.07,2.98,45.37,150.85,1771519146.837
400.0,4.07,2.98,45.37,150.85,1771519146.837
400.0,4.07,2.98,45.37,150.85,1771519146.837
400.0,4.0,3.08,45.87,150.0,1771519147.849
400.0,4.0,3.08,45.87,150.0,1771519147.849
400.0,4.0,3.08,45.87,150.0,1771519147.849
400.0,4.0,3.08,45.87,150.0,1771519147.849
400.0,4.0,2.99,46.32,150.16,1771519148.864
400.0,4.0,2.99,46.32,150.16,1771519148.864
400.0,4.0,2.99,46.32,150.16,1771519148.864
400.0,4.0,2.99,46.32,150.16,1771519148.864
400.0,4.0,2.99,46.32,150.16,1771519148.864
400.0,4.0,3.07,46.73,150.65,1771519149.868
400.0,4.0,3.07,46.73,150.65,1771519149.868
400.0,4.0,3.07,46.73,150.65,1771519149.868
400.0,4.0,3.07,46.73,150.65,1771519149.868
400.0,4.0,3.07,46.73,150.65,1771519149.868
406.96,4.08,3.04,47.09,150.0,1771519150.871
406.96,4.08,3.04,47.09,150.0,1771519150.871
406.96,4.08,3.04,47.09,150.0,1771519150.871
406.96,4.08,3.04,47.09,150.0,1771519150.871
403.4,4.03,2.99,47.42,150.0,1771519151.876
403.4,4.03,2.99,47.42,150.0,1771519151.876
403.4,4.03,2.99,47.42,150.0,1771519151.876
403.4,4.03,2.99,47.42,150.0,1771519151.876
403.4,4.03,2.99,47.42,150.0,1771519151.876
406.84,4.0,3.03,47.72,150.0,1771519152.885
406.84,4.0,3.03,47.72,150.0,1771519152.885
406.84,4.0,3.03,47.72,150.0,1771519152.885
406.84,4.0,3.03,47.72,150.0,1771519152.885
406.84,4.0,3.03,47.72,150.0,1771519152.885
405.63,4.05,3.05,47.99,150.0,1771519153.897
405.63,4.05,3.05,47.99,150.0,1771519153.897
405.63,4.05,3.05,47.99,150.0,1771519153.897
405.63,4.05,3.05,47.99,150.0,1771519153.897
400.0,4.01,2.97,48.23,151.41,1771519154.91
400.0,4.01,2.97,48.23,151.41,1771519154.91
400.0,4.01,2.97,48.23,151.41,1771519154.91
400.0,4.01,2.97,48.23,151.41,1771519154.91
400.0,4.01,2.97,48.23,151.41,1771519154.91
400.0,4.07,3.02,46.5,150.0,1771519155.921
400.0,4.07,3.02,46.5,150.0,1771519155.921
400.0,4.07,3.02,46.5,150.0,1771519155.921
400.0,4.07,3.02,46.5,150.0,1771519155.921
400.0,4.07,3.02,46.5,150.0,1771519155.921
403.52,4.0,2.97,44.94,150.0,1771519156.924
403.52,4.0,2.97,44.94,150.0,1771519156.924
403.52,4.0,2.97,44.94,150.0,1771519156.924
403.52,4.0,2.97,44.94,150.0,1771519156.924
401.03,4.05,2.98,43.54,150.0,1771519157.935
401.03,4.05,2.98,43.54,150.0,1771519157.935
401.03,4.05,2.98,43.54,150.0,1771519157.935
401.03,4.05,2.98,43.54,150.0,1771519157.935
401.03,4.05,2.98,43.54,150.0,1771519157.935
400.0,4.0,3.06,42.28,150.0,1771519158.946
400.0,4.0,3.06,42.28,150.0,1771519158.946
400.0,4.0,3.06,42.28,150.0,1771519158.946
400.0,4.0,3.06,42.28,150.0,1771519158.946
400.0,4.0,3.06,42.28,150.0,1771519158.946
400.0,4.0,3.0,41.14,150.0,1771519159.951
400.0,4.0,3.0,41.14,150.0,1771519159.951
400.0,4.0,3.0,41.14,150.0,1771519159.951
400.0,4.0,3.0,41.14,150.0,1771519159.951
400.0,4.0,3.01,40.12,152.07,1771519160.965
400.0,4.0,3.01,40.12,152.07,1771519160.965
400.0,4.0,3.01,40.12,152.07,1771519160.965
400.0,4.0,3.01,40.12,152.07,1771519160.965
400.0,4.0,3.01,40.12,152.07,1771519160.965
404.16,4.0,2.98,39.2,150.0,1771519161.967
404.16,4.0,2.98,39.2,150.0,1771519161.967
404.16,4.0,2.98,39.2,150.0,1771519161.967
404.16,4.0,2.98,39.2,150.0,1771519161.967
403.06,4.0,2.98,38.38,150.0,1771519162.969
403.06,4.0,2.98,38.38,150.0,1771519162.969
403.06,4.0,2.98,38.38,150.0,1771519162.969
403.06,4.0,2.98,38.38,150.0,1771519162.969
403.06,4.0,2.98,38.38,150.0,1771519162.969
403.39,4.0,3.04,37.63,152.17,1771519163.978
403.39,4.0,3.04,37.63,152.17,1771519163.978
403.39,4.0,3.04,37.63,152.17,1771519163.978
403.39,4.0,3.04,37.63,152.17,1771519163.978
403.39,4.0,3.04,37.63,152.17,1771519163.978
403.13,4.08,3.07,36.96,151.47,1771519164.978
403.13,4.08,3.07,36.96,151.47,1771519164.978
403.13,4.08,3.07,36.96,151.47,1771519164.978
403.13,4.08,3.07,36.96,151.47,1771519164.978
406.26,4.01,3.03,36.36,152.85,1771519165.986
406.26,4.01,3.03,36.36,152.85,1771519165.986
406.26,4.01,3.03,36.36,152.85,1771519165.986
406.26,4.01,3.03,36.36,152.85,1771519165.986
406.26,4.01,3.03,36.36,152.85,1771519165.986
406.9,4.0,3.01,39.78,150.0,1771519166.996
406.9,4.0,3.01,39.78,150.0,1771519166.996
406.9,4.0,3.01,39.78,150.0,1771519166.996
406.9,4.0,3.01,39.78,150.0,1771519166.996
406.9,4.0,3.01,39.78,150.0,1771519166.996
400.0,4.02,3.06,42.86,150.0,1771519167.996
400.0,4.02,3.06,42.86,150.0,1771519167.996
400.0,4.02,3.06,42.86,150.0,1771519167.996
400.0,4.02,3.06,42.86,150.0,1771519167.996
400.0,4.03,2.98,45.63,150.0,1771519169.002
400.0,4.03,2.98,45.63,150.0,1771519169.002
400.0,4.03,2.98,45.63,150.0,1771519169.002
400.0,4.03,2.98,45.63,150.0,1771519169.002
400.0,4.03,2.98,45.63,150.0,1771519169.002
401.01,4.08,3.0,48.13,150.0,1771519170.014
401.01,4.08,3.0,48.13,150.0,1771519170.014
401.01,4.08,3.0,48.13,150.0,1771519170.014
401.01,4.08,3.0,48.13,150.0,1771519170.014
401.01,4.08,3.0,48.13,150.0,1771519170.014
400.0,4.07,3.03,50.37,150.0,1771519171.03
400.0,4.07,3.03,50.37,150.0,1771519171.03
400.0,4.07,3.03,50.37,150.0,1771519171.03
400.0,4.07,3.03,50.37,150.0,1771519171.03
404.33,4.0,3.05,52.39,150.85,1771519172.04
404.33,4.0,3.05,52.39,150.85,1771519172.04
404.33,4.0,3.05,52.39,150.85,1771519172.04
404.33,4.0,3.05,52.39,150.85,1771519172.04
404.33,4.0,3.05,52.39,150.85,1771519172.04
400.0,4.05,3.01,54.21,150.73,1771519173.06
400.0,4.05,3.01,54.21,150.73,1771519173.06
400.0,4.05,3.01,54.21,150.73,1771519173.06
400.0,4.05,3.01,54.21,150.73,1771519173.06
400.0,4.05,3.01,54.21,150.73,1771519173.06
405.24,4.04,3.04,55.85,150.0,1771519174.069
405.24,4.04,3.04,55.85,150.0,1771519174.069
405.24,4.04,3.04,55.85,150.0,1771519174.069
405.24,4.04,3.04,55.85,150.0,1771519174.069
404.22,4.05,2.96,57.32,150.0,1771519175.084
404.22,4.05,2.96,57.32,150.0,1771519175.084
404.22,4.05,2.96,57.32,150.0,1771519175.084
404.22,4.05,2.96,57.32,150.0,1771519175.084
404.22,4.05,2.96,57.32,150.0,1771519175.084
402.29,4.05,3.01,58.65,150.0,1771519176.094
402.29,4.05,3.01,58.65,150.0,1771519176.094
402.29,4.05,3.01,58.65,150.0,1771519176.094
402.29,4.05,3.01,58.65,150.0,1771519176.094
402.29,4.05,3.01,58.65,150.0,1771519176.094
400.0,4.0,3.02,60.75,150.0,1771519177.105
400.0,4.0,3.02,60.75,150.0,1771519177.105
400.0,4.0,3.02,60.75,150.0,1771519177.105
400.0,4.0,3.02,60.75,150.0,1771519177.105
405.83,4.0,2.99,62.64,150.0,1771519178.112
405.83,4.0,2.99,62.64,150.0,1771519178.112
405.83,4.0,2.99,62.64,150.0,1771519178.112
405.83,4.0,2.99,62.64,150.0,1771519178.112
405.83,4.0,2.99,62.64,150.0,1771519178.112
400.0,4.0,2.96,64.34,152.43,1771519179.128
400.0,4.0,2.96,64.34,152.43,1771519179.128
400.0,4.0,2.96,64.34,152.43,1771519179.128
400.0,4.0,2.96,64.34,152.43,1771519179.128
400.0,4.0,2.96,64.34,152.43,1771519179.128
400.0,4.02,2.96,65.87,152.27,1771519180.128
400.0,4.02,2.96,65.87,152.27,1771519180.128
400.0,4.02,2.96,65.87,152.27,1771519180.128
400.0,4.02,2.96,65.87,152.27,1771519180.128
405.31,4.0,2.98,67.25,150.0,1771519181.134
405.31,4.0,2.98,67.25,150.0,1771519181.134
405.31,4.0,2.98,67.25,150.0,1771519181.134
405.31,4.0,2.98,67.25,150.0,1771519181.134
405.31,4.0,2.98,67.25,150.0,1771519181.134
400.0,4.07,2.97,68.49,150.0,1771519182.143
400.0,4.07,2.97,68.49,150.0,1771519182.143
400.0,4.07,2.97,68.49,150.0,1771519182.143
400.0,4.07,2.97,68.49,150.0,1771519182.143
400.0,4.07,2.97,68.49,150.0,1771519182.143
400.0,4.04,2.95,69.61,151.69,1771519183.155
400.0,4.04,2.95,69.61,151.69,1771519183.155
400.0,4.04,2.95,69.61,151.69,1771519183.155
400.0,4.04,2.95,69.61,151.69,1771519183.155
406.03,4.0,3.04,70.61,150.0,1771519184.163
406.03,4.0,3.04,70.61,150.0,1771519184.163
406.03,4.0,3.04,70.61,150.0,1771519184.163
406.03,4.0,3.04,70.61,150.0,1771519184.163
406.03,4.0,3.04,70.61,150.0,1771519184.163
400.0,4.0,2.99,71.52,150.0,1771519185.166
400.0,4.0,2.99,71.52,150.0,1771519185.166
400.0,4.0,2.99,71.52,150.0,1771519185.166
400.0,4.0,2.99,71.52,150.0,1771519185.166
400.0,4.0,2.99,71.52,150.0,1771519185.166
400.0,4.0,3.01,72.33,152.75,1771519186.168
400.0,4.0,3.01,72.33,152.75,1771519186.168
400.0,4.0,3.01,72.33,152.75,1771519186.168
400.0,4.0,3.01,72.33,152.75,1771519186.168
400.0,4.06,2.99,73.07,150.0,1771519187.172
400.0,4.06,2.99,73.07,150.0,1771519187.172
400.0,4.06,2.99,73.07,150.0,1771519187.172
400.0,4.06,2.99,73.07,150.0,1771519187.172
400.0,4.06,2.99,73.07,150.0,1771519187.172
401.67,4.0,3.02,72.73,150.0,1771519188.184
401.67,4.0,3.02,72.73,150.0,1771519188.184
401.67,4.0,3.02,72.73,150.0,1771519188.184
401.67,4.0,3.02,72.73,150.0,1771519188.184
401.67,4.0,3.02,72.73,150.0,1771519188.184
400.0,4.08,3.03,72.43,150.0,1771519189.187
400.0,4.08,3.03,72.43,150.0,1771519189.187
400.0,4.08,3.03,72.43,150.0,1771519189.187
400.0,4.08,3.03,72.43,150.0,1771519189.187
402.15,4.04,2.96,72.16,151.1,1771519190.193
402.15,4.04,2.96,72.16,151.1,1771519190.193
402.15,4.04,2.96,72.16,151.1,1771519190.193
402.15,4.04,2.96,72.16,151.1,1771519190.193
402.15,4.04,2.96,72.16,151.1,1771519190.193
400.0,4.07,3.06,71.91,150.0,1771519191.205
400.0,4.07,3.06,71.91,150.0,1771519191.205
400.0,4.07,3.06,71.91,150.0,1771519191.205
400.0,4.07,3.06,71.91,150.0,1771519191.205
400.0,4.07,3.06,71.91,150.0,1771519191.205
407.04,4.06,2.99,71.69,150.76,1771519192.22
407.04,4.06,2.99,71.69,150.76,1771519192.22
407.04,4.06,2.99,71.69,150.76,1771519192.22
407.04,4.06,2.99,71.69,150.76,1771519192.22
400.0,4.0,3.01,71.49,150.37,1771519193.225
400.0,4.0,3.01,71.49,150.37,1771519193.225
400.0,4.0,3.01,71.49,150.37,1771519193.225
400.0,4.0,3.01,71.49,150.37,1771519193.225
400.0,4.0,3.01,71.49,150.37,1771519193.225
403.91,4.0,2.97,71.32,152.11,1771519194.232
403.91,4.0,2.97,71.32,152.11,1771519194.232
403.91,4.0,2.97,71.32,152.11,1771519194.232
403.91,4.0,2.97,71.32,152.11,1771519194.232
403.91,4.0,2.97,71.32,152.11,1771519194.232
400.0,4.06,2.96,71.15,150.0,1771519195.244
400.0,4.06,2.96,71.15,150.0,1771519195.244
400.0,4.06,2.96,71.15,150.0,1771519195.244
400.0,4.06,2.96,71.15,150.0,1771519195.244
400.0,4.0,3.04,71.01,150.0,1771519196.25
400.0,4.0,3.04,71.01,150.0,1771519196.25
400.0,4.0,3.04,71.01,150.0,1771519196.25
400.0,4.0,3.04,71.01,150.0,1771519196.25
400.0,4.0,3.04,71.01,150.0,1771519196.25
403.08,4.07,2.98,70.88,150.0,1771519197.265
403.08,4.07,2.98,70.88,150.0,1771519197.265
403.08,4.07,2.98,70.88,150.0,1771519197.265
403.08,4.07,2.98,70.88,150.0,1771519197.265
403.08,4.07,2.98,70.88,150.0,1771519197.265
400.0,4.0,2.96,70.76,150.73,1771519198.28
400.0,4.0,2.96,70.76,150.73,1771519198.28
400.0,4.0,2.96,70.76,150.73,1771519198.28
400.0,4.0,2.96,70.76,150.73,1771519198.28
400.0,4.0,3.04,69.69,150.0,1771519199.284
400.0,4.0,3.04,69.69,150.0,1771519199.284
400.0,4.0,3.04,69.69,150.0,1771519199.284
400.0,4.0,3.04,69.69,150.0,1771519199.284
400.0,4.0,3.04,69.69,150.0,1771519199.284
402.98,4.0,3.0,68.73,151.13,1771519200.295
402.98,4.0,3.0,68.73,151.13,1771519200.295
402.98,4.0,3.0,68.73,151.13,1771519200.295
402.98,4.0,3.0,68.73,151.13,1771519200.295
402.98,4.0,3.0,68.73,151.13,1771519200.295
400.0,4.03,2.96,67.86,150.0,1771519201.311
400.0,4.03,2.96,67.86,150.0,1771519201.311
400.0,4.03,2.96,67.86,150.0,1771519201.311
400.0,4.03,2.96,67.86,150.0,1771519201.311
407.4,4.0,3.01,67.08,150.0,1771519202.326
407.4,4.0,3.01,67.08,150.0,1771519202.326
407.4,4.0,3.01,67.08,150.0,1771519202.326
407.4,4.0,3.01,67.08,150.0,1771519202.326
407.4,4.0,3.01,67.08,150.0,1771519202.326
400.0,4.07,3.04,66.38,150.99,1771519203.337
400.0,4.07,3.04,66.38,150.99,1771519203.337
400.0,4.07,3.04,66.38,150.99,1771519203.337
400.0,4.07,3.04,66.38,150.99,1771519203.337
400.0,4.07,3.04,66.38,150.99,1771519203.337
400.0,4.02,2.99,65.75,151.95,1771519204.353
400.0,4.02,2.99,65.75,151.95,1771519204.353
400.0,4.02,2.99,65.75,151.95,1771519204.353
400.0,4.02,2.99,65.75,151.95,1771519204.353
400.0,4.0,2.99,65.18,150.0,1771519205.354
400.0,4.0,2.99,65.18,150.0,1771519205.354
400.0,4.0,2.99,65.18,150.0,1771519205.354
400.0,4.0,2.99,65.18,150.0,1771519205.354
400.0,4.0,2.99,65.18,150.0,1771519205.354
406.29,4.0,2.97,64.67,150.0,1771519206.365
406.29,4.0,2.97,64.67,150.0,1771519206.365
406.29,4.0,2.97,64.67,150.0,1771519206.365
406.29,4.0,2.97,64.67,150.0,1771519206.365
406.29,4.0,2.97,64.67,150.0,1771519206.365
401.24,4.08,3.03,64.21,150.0,1771519207.374
401.24,4.08,3.03,64.21,150.0,1771519207.374
401.24,4.08,3.03,64.21,150.0,1771519207.374
401.24,4.08,3.03,64.21,150.0,1771519207.374
400.0,4.0,3.02,63.79,151.6,1771519208.389
400.0,4.0,3.02,63.79,151.6,1771519208.389
400.0,4.0,3.02,63.79,151.6,1771519208.389
400.0,4.0,3.02,63.79,151.6,1771519208.389
400.0,4.0,3.02,63.79,151.6,1771519208.389
404.87,4.04,3.0,63.42,150.0,1771519209.404
404.87,4.04,3.0,63.42,150.0,1771519209.404
404.87,4.04,3.0,63.42,150.0,1771519209.404
404.87,4.04,3.0,63.42,150.0,1771519209.404
404.87,4.04,3.0,63.42,150.0,1771519209.404
402.9,4.0,2.94,60.08,152.76,1771519210.416
402.9,4.0,2.94,60.08,152.76,1771519210.416
402.9,4.0,2.94,60.08,152.76,1771519210.416
402.9,4.0,2.94,60.08,152.76,1771519210.416
400.0,4.0,2.95,57.07,152.38,1771519211.425
400.0,4.0,2.95,57.07,152.38,1771519211.425
400.0,4.0,2.95,57.07,152.38,1771519211.425
400.0,4.0,2.95,57.07,152.38,1771519211.425
400.0,4.0,2.95,57.07,152.38,1771519211.425
400.0,4.0,2.97,54.37,152.46,1771519212.435
400.0,4.0,2.97,54.37,152.46,1771519212.435
400.0,4.0,2.97,54.37,152.46,1771519212.435
400.0,4.0,2.97,54.37,152.46,1771519212.435
400.0,4.0,2.97,54.37,152.46,1771519212.435
400.0,4.06,3.03,51.94,151.43,1771519213.446
400.0,4.06,3.03,51.94,151.43,1771519213.446
400.0,4.06,3.03,51.94,151.43,1771519213.446
400.0,4.06,3.03,51.94,151.43,1771519213.446
400.0,4.04,2.94,49.75,152.75,1771519214.461
400.0,4.04,2.94,49.75,152.75,1771519214.461
400.0,4.04,2.94,49.75,152.75,1771519214.461
400.0,4.04,2.94,49.75,152.75,1771519214.461
400.0,4.04,2.94,49.75,152.75,1771519214.461
406.15,4.0,2.99,47.77,150.0,1771519215.477
406.15,4.0,2.99,47.77,150.0,1771519215.477
406.15,4.0,2.99,47.77,150.0,1771519215.477
406.15,4.0,2.99,47.77,150.0,1771519215.477
406.15,4.0,2.99,47.77,150.0,1771519215.477
400.0,4.07,2.94,46.0,150.0,1771519216.479
400.0,4.07,2.94,46.0,150.0,1771519216.479
400.0,4.07,2.94,46.0,150.0,1771519216.479
400.0,4.07,2.94,46.0,150.0,1771519216.479
407.38,4.01,3.01,44.4,150.0,1771519217.484
407.38,4.01,3.01,44.4,150.0,1771519217.484
407.38,4.01,3.01,44.4,150.0,1771519217.484
407.38,4.01,3.01,44.4,150.0,1771519217.484
407.38,4.01,3.01,44.4,150.0,1771519217.484
400.0,4.0,3.0,42.97,150.86,1771519218.493
400.0,4.0,3.0,42.97,150.86,1771519218.493
400.0,4.0,3.0,42.97,150.86,1771519218.493
400.0,4.0,3.0,42.97,150.86,1771519218.493
400.0,4.0,3.0,42.97,150.86,1771519218.493
400.0,4.01,3.0,41.67,150.0,1771519219.504
400.0,4.01,3.0,41.67,150.0,1771519219.504
400.0,4.01,3.0,41.67,150.0,1771519219.504
400.0,4.01,3.0,41.67,150.0,1771519219.504
400.0,4.05,2.93,43.79,150.0,1771519220.521
400.0,4.05,2.93,43.79,150.0,1771519220.521
400.0,4.05,2.93,43.79,150.0,1771519220.521
400.0,4.05,2.93,43.79,150.0,1771519220.521
400.0,4.05,2.93,43.79,150.0,1771519220.521
409.32,4.0,3.01,45.7,150.0,1771519221.53
409.32,4.0,3.01,45.7,150.0,1771519221.53
409.32,4.0,3.01,45.7,150.0,1771519221.53
409.32,4.0,3.01,45.7,150.0,1771519221.53
409.32,4.0,3.01,45.7,150.0,1771519221.53
400.0,4.0,2.97,47.41,150.97,1771519222.542
400.0,4.0,2.97,47.41,150.97,1771519222.542
400.0,4.0,2.97,47.41,150.97,1771519222.542
400.0,4.0,2.97,47.41,150.97,1771519222.542
400.0,4.0,3.0,48.96,150.0,1771519223.553
400.0,4.0,3.0,48.96,150.0,1771519223.553
400.0,4.0,3.0,48.96,150.0,1771519223.553
400.0,4.0,3.0,48.96,150.0,1771519223.553
400.0,4.0,3.0,48.96,150.0,1771519223.553
400.0,4.0,2.95,50.35,150.0,1771519224.561
400.0,4.0,2.95,50.35,150.0,1771519224.561
400.0,4.0,2.95,50.35,150.0,1771519224.561
400.0,4.0,2.95,50.35,150.0,1771519224.561
400.0,4.0,2.95,50.35,150.0,1771519224.561
401.42,4.03,2.97,51.6,151.45,1771519225.573
401.42,4.03,2.97,51.6,151.45,1771519225.573
401.42,4.03,2.97,51.6,151.45,1771519225.573
401.42,4.03,2.97,51.6,151.45,1771519225.573
401.74,4.0,3.02,52.73,150.0,1771519226.588
401.74,4.0,3.02,52.73,150.0,1771519226.588
